,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
1342,a100001127,2018-01-31,Facebook,control,False,English,English,36-45 years,2018-01-13,,Facebook,True
1343,a100001128,2018-01-14,Instagram,personalization,True,English,English,19-24 years,2018-01-14,,Instagram,True
1344,a100001128,2018-01-31,House Ads,control,False,Spanish,Spanish,45-55 years,2018-01-14,,Instagram,True
1345,a100001129,2018-01-15,Email,personalization,True,English,English,0-18 years,2018-01-15,,Email,True
1346,a100001129,2018-01-31,House Ads,control,False,English,English,0-18 years,2018-01-15,,Email,True
1347,a100001130,2018-01-16,Push,personalization,True,English,English,19-24 years,2018-01-16,,Push,True
1348,a100001130,2018-01-31,House Ads,control,False,English,English,19-24 years,2018-01-16,,Push,True
1349,a100001131,2018-01-17,Facebook,personalization,True,English,English,24-30 years,2018-01-17,,Facebook,True
1350,a100001131,2018-01-01,Push,control,False,English,English,24-30 years,2018-01-17,,Facebook,True
1351,a100001132,2018-01-18,Instagram,personalization,True,English,English,30-36 years,2018-01-18,,Instagram,True
1352,a100001132,2018-01-01,Facebook,control,False,English,English,30-36 years,2018-01-18,,Instagram,True
1353,a100001133,2018-01-01,Facebook,personalization,True,English,English,36-45 years,2018-01-01,,Facebook,True
1354,a100001133,2018-01-01,Instagram,control,False,English,English,36-45 years,2018-01-01,,Facebook,True
1355,a100001134,2018-01-02,Instagram,personalization,True,English,English,45-55 years,2018-01-02,,Instagram,True
1356,a100001134,2018-01-01,Instagram,control,False,English,English,45-55 years,2018-01-02,,Instagram,True
1357,a100001135,2018-01-03,Instagram,personalization,True,English,English,55+ years,2018-01-03,,Instagram,True
1358,a100001135,2018-01-01,Facebook,control,False,English,English,0-18 years,2018-01-03,,Instagram,True
1359,a100001136,2018-01-04,Facebook,personalization,True,English,English,0-18 years,2018-01-04,,Facebook,True
1360,a100001136,2018-01-01,House Ads,control,False,English,English,19-24 years,2018-01-04,,Facebook,True
1361,a100001137,2018-01-05,Instagram,personalization,True,English,English,19-24 years,2018-01-05,,Instagram,True
1362,a100001137,2018-01-01,House Ads,control,False,Spanish,Spanish,24-30 years,2018-01-05,,Instagram,True
1363,a100001138,2018-01-06,Email,personalization,True,English,English,24-30 years,2018-01-06,,Email,True
1364,a100001138,2018-01-02,House Ads,control,False,English,English,30-36 years,2018-01-06,,Email,True
1365,a100001139,2018-01-01,Push,personalization,True,English,English,19-24 years,2018-01-01,,Push,True
1366,a100001139,2018-01-02,Push,control,False,English,English,36-45 years,2018-01-01,,Push,True
1367,a100001140,2018-01-01,Facebook,personalization,True,English,English,19-24 years,2018-01-01,,Facebook,True
1368,a100001140,2018-01-02,Facebook,control,False,English,English,45-55 years,2018-01-01,,Facebook,True
1369,a100001141,2018-01-01,Instagram,personalization,True,English,English,19-24 years,2018-01-01,,Instagram,True
1370,a100001141,2018-01-02,Instagram,control,False,English,English,0-18 years,2018-01-01,,Instagram,True
1371,a100001142,2018-01-01,Facebook,personalization,True,English,English,0-18 years,2018-01-01,,Facebook,True
1372,a100001142,2018-01-02,Instagram,control,False,English,English,19-24 years,2018-01-01,,Facebook,True
1373,a100001143,2018-01-01,Instagram,personalization,True,English,English,19-24 years,2018-01-01,,Instagram,True
1374,a100001143,2018-01-02,Facebook,control,False,English,English,24-30 years,2018-01-01,,Instagram,True
1375,a100001144,2018-01-02,Instagram,personalization,True,English,English,24-30 years,2018-01-02,,Instagram,True
1376,a100001144,2018-01-02,House Ads,control,False,English,English,30-36 years,2018-01-02,,Instagram,True
1377,a100001145,2018-01-02,Facebook,personalization,True,English,English,19-24 years,2018-01-02,,Facebook,True
1378,a100001145,2018-01-03,House Ads,control,False,English,English,36-45 years,2018-01-02,,Facebook,True
1379,a100001146,2018-01-02,Instagram,personalization,True,English,English,19-24 years,2018-01-02,,Instagram,True
1380,a100001146,2018-01-03,House Ads,control,False,Spanish,Spanish,45-55 years,2018-01-02,,Instagram,True
1381,a100001147,2018-01-02,Email,personalization,True,English,English,19-24 years,2018-01-02,,Email,True
1382,a100001147,2018-01-03,Push,control,False,English,English,0-18 years,2018-01-02,,Email,True
1383,a100001148,2018-01-02,Push,personalization,True,English,English,0-18 years,2018-01-02,,Push,True
1384,a100001148,2018-01-03,Facebook,control,False,English,English,19-24 years,2018-01-02,,Push,True
1385,a100001149,2018-01-03,Facebook,personalization,True,English,English,19-24 years,2018-01-03,,Facebook,True
1386,a100001149,2018-01-03,Instagram,control,False,English,English,24-30 years,2018-01-03,,Facebook,True
1387,a100001150,2018-01-03,Instagram,personalization,True,English,English,24-30 years,2018-01-03,,Instagram,True
1388,a100001150,2018-01-03,Instagram,control,False,English,English,30-36 years,2018-01-03,,Instagram,True
1389,a100001151,2018-01-03,Facebook,personalization,True,English,English,19-24 years,2018-01-03,,Facebook,True
1390,a100001151,2018-01-03,Facebook,control,False,English,English,36-45 years,2018-01-03,,Facebook,True
1391,a100001152,2018-01-03,Instagram,personalization,True,English,English,19-24 years,2018-01-03,,Instagram,True
1392,a100001152,2018-01-04,House Ads,control,False,English,English,45-55 years,2018-01-03,,Instagram,True
1393,a100001153,2018-01-03,Instagram,personalization,True,English,English,19-24 years,2018-01-03,,Instagram,True
1394,a100001153,2018-01-04,House Ads,control,False,English,English,0-18 years,2018-01-03,,Instagram,True
1395,a100001154,2018-01-04,Facebook,personalization,True,English,English,0-18 years,2018-01-04,2018-04-11,Facebook,False
1396,a100001154,2018-01-04,House Ads,control,False,English,English,19-24 years,2018-01-04,2018-04-11,Facebook,False
1397,a100001155,2018-01-04,Instagram,personalization,True,English,English,19-24 years,2018-01-04,2018-01-29,Instagram,False
1398,a100001155,2018-01-04,Push,control,False,English,English,24-30 years,2018-01-04,2018-01-29,Instagram,False
1399,a100001156,2018-01-04,Email,personalization,True,English,English,24-30 years,2018-01-04,2018-01-10,Email,False
1400,a100001156,2018-01-04,Facebook,control,False,English,English,30-36 years,2018-01-04,2018-01-10,Email,False
1401,a100001157,2018-01-04,Push,personalization,True,English,English,19-24 years,2018-01-04,2018-04-08,Push,False
1402,a100001157,2018-01-04,Instagram,control,False,English,English,36-45 years,2018-01-04,2018-04-08,Push,False
1403,a100001158,2018-01-04,Facebook,personalization,True,English,English,19-24 years,2018-01-04,2018-02-18,Facebook,False
1404,a100001158,2018-01-04,Instagram,control,False,English,English,45-55 years,2018-01-04,2018-02-18,Facebook,False
1405,a100001159,2018-01-04,Instagram,personalization,True,English,English,19-24 years,2018-01-04,2018-02-06,Instagram,False
1406,a100001159,2018-01-05,Facebook,control,False,English,English,0-18 years,2018-01-04,2018-02-06,Instagram,False
1407,a100001160,2018-01-05,Facebook,personalization,True,English,English,0-18 years,2018-01-05,2018-01-13,Facebook,False
1408,a100001160,2018-01-05,House Ads,control,False,Spanish,Spanish,19-24 years,2018-01-05,2018-01-13,Facebook,False
1409,a100001161,2018-01-05,Instagram,personalization,True,English,English,19-24 years,2018-01-05,2018-02-10,Instagram,False
1410,a100001161,2018-01-05,House Ads,control,False,English,English,24-30 years,2018-01-05,2018-02-10,Instagram,False
1411,a100001162,2018-01-05,Instagram,personalization,True,English,English,24-30 years,2018-01-05,2018-02-04,Instagram,False
1412,a100001162,2018-01-05,House Ads,control,False,English,English,30-36 years,2018-01-05,2018-02-04,Instagram,False
1413,a100001163,2018-01-05,Facebook,personalization,True,English,English,19-24 years,2018-01-05,,Facebook,True
1414,a100001163,2018-01-05,Push,control,False,English,English,36-45 years,2018-01-05,,Facebook,True
1415,a100001164,2018-01-05,Instagram,personalization,True,English,English,19-24 years,2018-01-05,,Instagram,True
1416,a100001164,2018-01-05,Facebook,control,False,English,English,45-55 years,2018-01-05,,Instagram,True
1417,a100001165,2018-01-06,Email,personalization,True,English,English,19-24 years,2018-01-06,,Email,True
1418,a100001165,2018-01-05,Instagram,control,False,English,English,0-18 years,2018-01-06,,Email,True
1419,a100001166,2018-01-06,Push,personalization,True,English,English,0-18 years,2018-01-06,2018-04-03,Push,False
1420,a100001166,2018-01-06,Instagram,control,False,English,English,19-24 years,2018-01-06,2018-04-03,Push,False
1421,a100001167,2018-01-06,Facebook,personalization,True,English,English,19-24 years,2018-01-06,2018-02-04,Facebook,False
1422,a100001167,2018-01-06,Facebook,control,False,English,English,24-30 years,2018-01-06,2018-02-04,Facebook,False
1423,a100001168,2018-01-06,Instagram,personalization,True,English,English,24-30 years,2018-01-06,2018-02-11,Instagram,False
1424,a100001168,2018-01-06,House Ads,control,False,English,English,30-36 years,2018-01-06,2018-02-11,Instagram,False
1425,a100001169,2018-01-06,Facebook,personalization,True,English,English,30-36 years,2018-01-06,2018-02-19,Facebook,False
1426,a100001169,2018-01-06,House Ads,control,False,English,English,36-45 years,2018-01-06,2018-02-19,Facebook,False
1427,a100001170,2018-01-07,Instagram,personalization,True,English,English,36-45 years,2018-01-07,2018-04-05,Instagram,False
1428,a100001170,2018-01-06,House Ads,control,False,English,English,45-55 years,2018-01-07,2018-04-05,Instagram,False
1429,a100001171,2018-01-07,Instagram,personalization,True,English,English,45-55 years,2018-01-07,2018-04-16,Instagram,False
1430,a100001171,2018-01-06,Push,control,False,English,English,0-18 years,2018-01-07,2018-04-16,Instagram,False
1431,a100001172,2018-01-07,Facebook,personalization,True,English,English,55+ years,2018-01-07,2018-03-17,Facebook,False
1432,a100001172,2018-01-06,Facebook,control,False,English,English,19-24 years,2018-01-07,2018-03-17,Facebook,False
1433,a100001173,2018-01-07,Instagram,personalization,True,English,English,0-18 years,2018-01-07,2018-03-06,Instagram,False
1434,a100001173,2018-01-07,Instagram,control,False,English,English,24-30 years,2018-01-07,2018-03-06,Instagram,False
1435,a100001174,2018-01-07,Email,personalization,True,English,English,19-24 years,2018-01-07,2018-03-04,Email,False
1436,a100001174,2018-01-07,Instagram,control,False,English,English,30-36 years,2018-01-07,2018-03-04,Email,False
1437,a100001175,2018-01-08,Push,personalization,True,English,English,24-30 years,2018-01-08,,Push,True
1438,a100001175,2018-01-07,Facebook,control,False,English,English,36-45 years,2018-01-08,,Push,True
1439,a100001176,2018-01-08,Facebook,personalization,True,English,English,19-24 years,2018-01-08,,Facebook,True
1440,a100001176,2018-01-07,House Ads,control,False,Spanish,Spanish,45-55 years,2018-01-08,,Facebook,True
1441,a100001177,2018-01-08,Instagram,personalization,True,English,English,19-24 years,2018-01-08,,Instagram,True
1442,a100001177,2018-01-07,House Ads,control,False,English,English,0-18 years,2018-01-08,,Instagram,True
1443,a100001178,2018-01-08,Facebook,personalization,True,English,English,19-24 years,2018-01-08,,Facebook,True
1444,a100001178,2018-01-07,House Ads,control,False,Spanish,Spanish,19-24 years,2018-01-08,,Facebook,True
1445,a100001179,2018-01-08,Instagram,personalization,True,English,English,0-18 years,2018-01-08,,Instagram,True
1446,a100001179,2018-01-08,Push,control,False,English,English,24-30 years,2018-01-08,,Instagram,True
1447,a100001180,2018-01-08,Instagram,personalization,True,English,English,19-24 years,2018-01-08,2018-04-17,Instagram,False
1448,a100001180,2018-01-08,Facebook,control,False,English,English,30-36 years,2018-01-08,2018-04-17,Instagram,False
1449,a100001181,2018-01-09,Facebook,personalization,True,English,English,24-30 years,2018-01-09,2018-03-06,Facebook,False
1450,a100001181,2018-01-08,Instagram,control,False,English,English,36-45 years,2018-01-09,2018-03-06,Facebook,False
1451,a100001182,2018-01-09,Instagram,personalization,True,English,English,19-24 years,2018-01-09,2018-02-06,Instagram,False
1452,a100001182,2018-01-08,Instagram,control,False,English,English,45-55 years,2018-01-09,2018-02-06,Instagram,False
1453,a100001183,2018-01-09,Email,personalization,True,English,English,19-24 years,2018-01-09,2018-01-11,Email,False
1454,a100001183,2018-01-08,Facebook,control,False,English,English,0-18 years,2018-01-09,2018-01-11,Email,False
1455,a100001184,2018-01-09,Push,personalization,True,English,English,19-24 years,2018-01-09,2018-03-03,Push,False
1456,a100001184,2018-01-08,House Ads,control,False,English,English,19-24 years,2018-01-09,2018-03-03,Push,False
1457,a100001185,2018-01-09,Facebook,personalization,True,English,English,0-18 years,2018-01-09,2018-03-26,Facebook,False
1458,a100001185,2018-01-08,House Ads,control,False,Spanish,Spanish,24-30 years,2018-01-09,2018-03-26,Facebook,False
1459,a100001186,2018-01-09,Instagram,personalization,True,English,English,19-24 years,2018-01-09,2018-04-05,Instagram,False
1460,a100001186,2018-01-09,House Ads,control,False,English,English,30-36 years,2018-01-09,2018-04-05,Instagram,False
1461,a100001187,2018-01-10,Facebook,personalization,True,English,English,24-30 years,2018-01-10,2018-03-23,Facebook,False
1462,a100001187,2018-01-09,Push,control,False,English,English,36-45 years,2018-01-10,2018-03-23,Facebook,False
1463,a100001188,2018-01-10,Instagram,personalization,True,English,English,19-24 years,2018-01-10,2018-01-25,Instagram,False
1464,a100001188,2018-01-09,Facebook,control,False,English,English,45-55 years,2018-01-10,2018-01-25,Instagram,False
1465,a100001189,2018-01-10,Instagram,personalization,True,English,English,19-24 years,2018-01-10,,Instagram,True
1466,a100001189,2018-01-09,Instagram,control,False,English,English,0-18 years,2018-01-10,,Instagram,True
1467,a100001190,2018-01-10,Facebook,personalization,True,English,English,19-24 years,2018-01-10,,Facebook,True
1468,a100001190,2018-01-09,Instagram,control,False,English,English,19-24 years,2018-01-10,,Facebook,True
1469,a100001191,2018-01-10,Instagram,personalization,True,English,English,0-18 years,2018-01-10,,Instagram,True
1470,a100001191,2018-01-09,Facebook,control,False,English,English,24-30 years,2018-01-10,,Instagram,True
1471,a100001192,2018-01-10,Email,personalization,False,English,English,19-24 years,2018-01-10,,Email,True
1472,a100001192,2018-01-09,House Ads,control,False,English,English,30-36 years,2018-01-10,,Email,True
1473,a100001193,2018-01-11,Push,personalization,True,English,English,24-30 years,2018-01-11,,Push,True
1474,a100001193,2018-01-10,House Ads,control,False,English,English,36-45 years,2018-01-11,,Push,True
1475,a100001194,2018-01-11,Facebook,personalization,True,English,English,19-24 years,2018-01-11,,Facebook,True
1476,a100001194,2018-01-10,House Ads,control,False,Spanish,Spanish,45-55 years,2018-01-11,,Facebook,True
1477,a100001195,2018-01-11,Instagram,personalization,True,English,English,19-24 years,2018-01-11,,Instagram,True
1478,a100001195,2018-01-10,Push,control,False,English,English,0-18 years,2018-01-11,,Instagram,True
1479,a100001196,2018-01-11,Facebook,personalization,True,English,English,19-24 years,2018-01-11,,Facebook,True
1480,a100001196,2018-01-10,Facebook,control,False,English,English,19-24 years,2018-01-11,,Facebook,True
1481,a100001197,2018-01-11,Instagram,personalization,True,English,English,0-18 years,2018-01-11,,Instagram,True
1482,a100001197,2018-01-10,Instagram,control,False,English,English,24-30 years,2018-01-11,,Instagram,True
1483,a100001198,2018-01-11,Email,personalization,False,English,English,19-24 years,2018-01-11,2018-02-24,Email,False
1484,a100001198,2018-01-10,Instagram,control,False,English,English,30-36 years,2018-01-11,2018-02-24,Email,False
1485,a100001199,2018-01-12,Push,personalization,True,English,English,24-30 years,2018-01-12,2018-03-24,Push,False
1486,a100001199,2018-01-10,Facebook,control,False,English,English,36-45 years,2018-01-12,2018-03-24,Push,False
1487,a100001200,2018-01-12,Facebook,personalization,True,English,English,19-24 years,2018-01-12,2018-01-17,Facebook,False
1488,a100001200,2018-01-11,House Ads,control,False,English,English,45-55 years,2018-01-12,2018-01-17,Facebook,False
1489,a100001201,2018-01-12,Instagram,personalization,True,English,English,19-24 years,2018-01-12,2018-01-30,Instagram,False
1490,a100001201,2018-01-11,House Ads,control,False,English,English,0-18 years,2018-01-12,2018-01-30,Instagram,False
1491,a100001202,2018-01-12,Facebook,personalization,True,English,English,19-24 years,2018-01-12,2018-04-20,Facebook,False
1492,a100001202,2018-01-11,House Ads,control,False,English,English,19-24 years,2018-01-12,2018-04-20,Facebook,False
1493,a100001203,2018-01-12,Instagram,personalization,True,English,English,0-18 years,2018-01-12,2018-02-07,Instagram,False
1494,a100001203,2018-01-11,Push,control,False,English,English,24-30 years,2018-01-12,2018-02-07,Instagram,False
1495,a100001204,2018-01-13,Instagram,personalization,True,English,English,19-24 years,2018-01-13,2018-04-22,Instagram,False
1496,a100001204,2018-01-11,Facebook,control,False,English,English,30-36 years,2018-01-13,2018-04-22,Instagram,False
1497,a100001205,2018-01-13,Facebook,personalization,True,English,English,24-30 years,2018-01-13,2018-03-10,Facebook,False
1498,a100001205,2018-01-11,Instagram,control,False,English,English,36-45 years,2018-01-13,2018-03-10,Facebook,False
1499,a100001206,2018-01-13,Instagram,personalization,True,English,English,30-36 years,2018-01-13,2018-04-14,Instagram,False
1500,a100001206,2018-01-11,Instagram,control,False,English,English,45-55 years,2018-01-13,2018-04-14,Instagram,False
1501,a100001207,2018-01-13,Email,personalization,True,English,English,36-45 years,2018-01-13,,Email,True
1502,a100001207,2018-01-12,Facebook,control,False,English,English,0-18 years,2018-01-13,,Email,True
1503,a100001208,2018-01-13,Push,personalization,True,English,English,45-55 years,2018-01-13,,Push,True
1504,a100001208,2018-01-12,House Ads,control,False,English,English,19-24 years,2018-01-13,,Push,True
1505,a100001209,2018-01-13,Facebook,personalization,True,English,English,55+ years,2018-01-13,,Facebook,True
1506,a100001209,2018-01-12,House Ads,control,False,English,English,24-30 years,2018-01-13,,Facebook,True
1507,a100001210,2018-01-14,Instagram,personalization,True,English,English,0-18 years,2018-01-14,,Instagram,True
1508,a100001210,2018-01-12,House Ads,control,False,English,English,30-36 years,2018-01-14,,Instagram,True
1509,a100001211,2018-01-14,Facebook,personalization,True,English,English,19-24 years,2018-01-14,,Facebook,True
1510,a100001211,2018-01-12,Push,control,False,English,English,36-45 years,2018-01-14,,Facebook,True
1511,a100001212,2018-01-14,Instagram,personalization,True,English,English,24-30 years,2018-01-14,,Instagram,True
1512,a100001212,2018-01-12,Facebook,control,False,English,English,45-55 years,2018-01-14,,Instagram,True
1513,a100001213,2018-01-14,Instagram,personalization,True,English,English,19-24 years,2018-01-14,,Instagram,True
1514,a100001213,2018-01-12,Instagram,control,False,English,English,0-18 years,2018-01-14,,Instagram,True
1515,a100001214,2018-01-14,Facebook,personalization,True,English,English,19-24 years,2018-01-14,,Facebook,True
1516,a100001214,2018-01-13,Instagram,control,False,English,English,19-24 years,2018-01-14,,Facebook,True
1517,a100001215,2018-01-14,Instagram,personalization,True,English,English,19-24 years,2018-01-14,,Instagram,True
1518,a100001215,2018-01-13,Facebook,control,False,English,English,24-30 years,2018-01-14,,Instagram,True
1519,a100001216,2018-01-15,Email,personalization,False,English,English,0-18 years,2018-01-15,,Email,True
1520,a100001216,2018-01-13,House Ads,control,False,English,English,30-36 years,2018-01-15,,Email,True
1521,a100001217,2018-01-15,Push,personalization,True,English,English,19-24 years,2018-01-15,,Push,True
1522,a100001217,2018-01-13,House Ads,control,False,English,Spanish,36-45 years,2018-01-15,,Push,True
1523,a100001218,2018-01-15,Facebook,personalization,True,English,English,24-30 years,2018-01-15,,Facebook,True
1524,a100001218,2018-01-13,House Ads,control,False,English,English,45-55 years,2018-01-15,,Facebook,True
1525,a100001219,2018-01-15,Instagram,personalization,True,English,English,19-24 years,2018-01-15,,Instagram,True
1526,a100001219,2018-01-13,Push,control,False,English,English,0-18 years,2018-01-15,,Instagram,True
1527,a100001220,2018-01-15,Facebook,personalization,True,English,English,19-24 years,2018-01-15,,Facebook,True
1528,a100001220,2018-01-13,Facebook,control,False,English,English,19-24 years,2018-01-15,,Facebook,True
1529,a100001221,2018-01-15,Instagram,personalization,True,English,English,19-24 years,2018-01-15,,Instagram,True
1530,a100001221,2018-01-14,Instagram,control,False,English,English,24-30 years,2018-01-15,,Instagram,True
1531,a100001222,2018-01-16,Email,personalization,True,English,English,0-18 years,2018-01-16,,Email,True
1532,a100001222,2018-01-14,Instagram,control,False,English,English,30-36 years,2018-01-16,,Email,True
1533,a100001223,2018-01-16,Push,personalization,True,English,English,19-24 years,2018-01-16,2018-02-17,Push,False
1534,a100001223,2018-01-14,Facebook,control,False,English,English,36-45 years,2018-01-16,2018-02-17,Push,False
1535,a100001224,2018-01-16,Facebook,personalization,True,English,English,24-30 years,2018-01-16,2018-03-23,Facebook,False
1536,a100001224,2018-01-14,House Ads,control,False,English,English,45-55 years,2018-01-16,2018-03-23,Facebook,False
1537,a100001225,2018-01-16,Instagram,personalization,True,English,English,19-24 years,2018-01-16,2018-04-21,Instagram,False
1538,a100001225,2018-01-14,House Ads,control,False,English,English,0-18 years,2018-01-16,2018-04-21,Instagram,False
1539,a100001226,2018-01-16,Facebook,personalization,True,English,English,19-24 years,2018-01-16,2018-04-16,Facebook,False
1540,a100001226,2018-01-14,House Ads,control,False,English,Spanish,19-24 years,2018-01-16,2018-04-16,Facebook,False
1541,a100001227,2018-01-16,Instagram,personalization,True,English,English,19-24 years,2018-01-16,2018-02-10,Instagram,False
1542,a100001227,2018-01-14,Push,control,False,English,English,24-30 years,2018-01-16,2018-02-10,Instagram,False
1543,a100001228,2018-01-16,Instagram,personalization,True,English,English,0-18 years,2018-01-16,2018-03-27,Instagram,False
1544,a100001228,2018-01-15,Facebook,control,False,English,English,30-36 years,2018-01-16,2018-03-27,Instagram,False
1545,a100001229,2018-01-17,Facebook,personalization,True,English,English,19-24 years,2018-01-17,2018-02-17,Facebook,False
1546,a100001229,2018-01-15,Instagram,control,False,English,English,36-45 years,2018-01-17,2018-02-17,Facebook,False
1547,a100001230,2018-01-17,Instagram,personalization,True,English,English,24-30 years,2018-01-17,2018-02-09,Instagram,False
1548,a100001230,2018-01-15,Instagram,control,False,English,English,45-55 years,2018-01-17,2018-02-09,Instagram,False
1549,a100001231,2018-01-17,Email,personalization,False,English,English,19-24 years,2018-01-17,2018-02-25,Email,False
1550,a100001231,2018-01-15,Facebook,control,False,English,English,0-18 years,2018-01-17,2018-02-25,Email,False
1551,a100001232,2018-01-17,Push,personalization,True,English,English,19-24 years,2018-01-17,,Push,True
1552,a100001232,2018-01-15,House Ads,control,False,English,English,19-24 years,2018-01-17,,Push,True
1553,a100001233,2018-01-17,Facebook,personalization,True,English,English,19-24 years,2018-01-17,,Facebook,True
1554,a100001233,2018-01-15,House Ads,control,False,English,Spanish,24-30 years,2018-01-17,,Facebook,True
1555,a100001234,2018-01-17,Instagram,personalization,True,English,English,0-18 years,2018-01-17,,Instagram,True
1556,a100001234,2018-01-15,House Ads,control,False,English,English,30-36 years,2018-01-17,,Instagram,True
1557,a100001235,2018-01-18,Facebook,personalization,True,English,English,19-24 years,2018-01-18,,Facebook,True
1558,a100001235,2018-01-16,Push,control,False,English,English,36-45 years,2018-01-18,,Facebook,True
1559,a100001236,2018-01-18,Instagram,personalization,True,English,English,24-30 years,2018-01-18,,Instagram,True
1560,a100001236,2018-01-16,Facebook,control,False,English,English,45-55 years,2018-01-18,,Instagram,True
1561,a100001237,2018-01-18,Instagram,personalization,True,English,English,19-24 years,2018-01-18,,Instagram,True
1562,a100001237,2018-01-16,Instagram,control,False,English,English,0-18 years,2018-01-18,,Instagram,True
1563,a100001238,2018-01-18,Facebook,personalization,True,English,English,19-24 years,2018-01-18,,Facebook,True
1564,a100001238,2018-01-16,Instagram,control,False,English,English,19-24 years,2018-01-18,,Facebook,True
1565,a100001239,2018-01-18,Instagram,personalization,True,English,English,19-24 years,2018-01-18,,Instagram,True
1566,a100001239,2018-01-16,Facebook,control,False,English,English,24-30 years,2018-01-18,,Instagram,True
1567,a100001240,2018-01-18,Email,control,True,English,English,0-18 years,2018-01-18,,Email,True
1568,a100001240,2018-01-16,House Ads,control,False,English,English,30-36 years,2018-01-18,,Email,True
1569,a100001241,2018-01-19,Push,control,True,English,English,19-24 years,2018-01-19,,Push,True
1570,a100001241,2018-01-16,House Ads,control,False,English,Spanish,36-45 years,2018-01-19,,Push,True
1571,a100001242,2018-01-19,Facebook,control,True,English,English,24-30 years,2018-01-19,,Facebook,True
1572,a100001242,2018-01-17,House Ads,control,False,English,English,45-55 years,2018-01-19,,Facebook,True
1573,a100001243,2018-01-19,Instagram,control,True,English,English,30-36 years,2018-01-19,,Instagram,True
1574,a100001243,2018-01-17,Push,control,False,English,English,0-18 years,2018-01-19,,Instagram,True
1575,a100001244,2018-01-19,Facebook,control,True,English,English,36-45 years,2018-01-19,,Facebook,True
1576,a100001244,2018-01-17,Facebook,control,False,English,English,19-24 years,2018-01-19,,Facebook,True
1577,a100001245,2018-01-19,Instagram,control,True,English,English,45-55 years,2018-01-19,,Instagram,True
1578,a100001245,2018-01-17,Instagram,control,False,English,English,24-30 years,2018-01-19,,Instagram,True
1579,a100001246,2018-01-20,Email,control,True,English,English,55+ years,2018-01-20,,Email,True
1580,a100001246,2018-01-17,Instagram,control,False,English,English,30-36 years,2018-01-20,,Email,True
1581,a100001247,2018-01-20,Push,control,True,English,English,0-18 years,2018-01-20,,Push,True
1582,a100001247,2018-01-17,Facebook,control,False,English,English,36-45 years,2018-01-20,,Push,True
1583,a100001248,2018-01-20,Facebook,control,True,English,English,19-24 years,2018-01-20,,Facebook,True
1584,a100001248,2018-01-17,House Ads,control,False,English,English,45-55 years,2018-01-20,,Facebook,True
1585,a100001249,2018-01-20,Instagram,control,True,English,English,24-30 years,2018-01-20,,Instagram,True
1586,a100001249,2018-01-18,House Ads,control,False,English,English,0-18 years,2018-01-20,,Instagram,True
1587,a100001250,2018-01-20,Facebook,control,True,English,English,30-36 years,2018-01-20,,Facebook,True
1588,a100001250,2018-01-18,House Ads,control,False,English,Spanish,19-24 years,2018-01-20,,Facebook,True
1589,a100001251,2018-01-20,Instagram,control,True,English,English,36-45 years,2018-01-20,,Instagram,True
1590,a100001251,2018-01-18,Push,control,False,English,English,24-30 years,2018-01-20,,Instagram,True
1591,a100001252,2018-01-21,Instagram,control,True,English,English,45-55 years,2018-01-21,,Instagram,True
1592,a100001252,2018-01-18,Facebook,control,False,English,English,30-36 years,2018-01-21,,Instagram,True
1593,a100001253,2018-01-21,Facebook,control,True,English,English,55+ years,2018-01-21,,Facebook,True
1594,a100001253,2018-01-18,Instagram,control,False,English,English,36-45 years,2018-01-21,,Facebook,True
1595,a100001254,2018-01-21,Instagram,control,True,English,English,0-18 years,2018-01-21,,Instagram,True
1596,a100001254,2018-01-18,Instagram,control,False,English,English,45-55 years,2018-01-21,,Instagram,True
1597,a100001255,2018-01-21,Email,control,False,English,English,19-24 years,2018-01-21,,Email,True
1598,a100001255,2018-01-18,Facebook,control,False,English,English,0-18 years,2018-01-21,,Email,True
1599,a100001256,2018-01-21,Push,control,True,English,English,24-30 years,2018-01-21,,Push,True
1600,a100001256,2018-01-19,House Ads,control,False,English,English,19-24 years,2018-01-21,,Push,True
1601,a100001257,2018-01-21,Facebook,control,True,English,English,30-36 years,2018-01-21,,Facebook,True
1602,a100001257,2018-01-19,House Ads,control,False,English,English,24-30 years,2018-01-21,,Facebook,True
1603,a100001258,2018-01-22,Instagram,control,True,English,English,36-45 years,2018-01-22,,Instagram,True
1604,a100001258,2018-01-19,House Ads,control,False,English,English,30-36 years,2018-01-22,,Instagram,True
1605,a100001259,2018-01-22,Facebook,control,True,English,English,45-55 years,2018-01-22,,Facebook,True
1606,a100001259,2018-01-19,Push,control,False,English,English,36-45 years,2018-01-22,,Facebook,True
1607,a100001260,2018-01-22,Instagram,control,True,English,English,55+ years,2018-01-22,,Instagram,True
1608,a100001260,2018-01-19,Facebook,control,False,English,English,45-55 years,2018-01-22,,Instagram,True
1609,a100001261,2018-01-22,Instagram,control,True,English,English,55+ years,2018-01-22,,Instagram,True
1610,a100001261,2018-01-19,Instagram,control,False,English,English,0-18 years,2018-01-22,,Instagram,True
1611,a100001280,2018-01-22,Facebook,personalization,True,English,English,0-18 years,2018-01-22,,Facebook,True
1612,a100001280,2018-01-22,House Ads,control,False,English,English,19-24 years,2018-01-22,,Facebook,True
1613,a100001281,2018-01-22,Instagram,personalization,True,English,English,19-24 years,2018-01-22,,Instagram,True
